"","x"
"811","180_Electrical Panels                        "
"812","180_F_Cabinets & Vanities                    "
"813","180_F_Closet & storage Shelving              "
"814","180_F_Molding & Trim                         "
"815","180_fencing purchase                         "
"816","180_Fire Hydrant                             "
"817","180_Foundation Repairs                       "
"818","180_Heavy 45gal tra                          "
"819","180_Hood Range                               "
"820","180_hot water heater                         "
"821","180_hot water heaters                        "
"822","180_HVAC                                     "
"823","180_HVAC Installation                        "
"824","180_Hydrant                                  "
"825","180_Install-cabinets/vanities 2ct            "
"826","180_Install-cabints &vanities-#119           "
"827","180_Install-cabints/vanities 1ct             "
"828","180_Install cabinet door/drawr216            "
"829","180_Install cabinets/vanities #271           "
"830","180_Install cabints-Units #219/265           "
"831","180_Install clean-outs Bldg #29              "
"832","180_Install clean-outs Bldg #30              "
"833","180_Install clean-outs Bldg #32              "
"834","180_Install clean-outs Bldg #34              "
"835","180_Install clean-outs Bldg #35              "
"836","180_Install clean-outs Bldg #36              "
