assetno,descr,svcdate,cost,boyaccumdepr,depr2013,yecccumdepr,taxnbv,deprmeth,life,propno,group,yearsinsvc,remyears,diminimusnbv,supervision,suprnbv
95,1.5 ton fan coil                             ,8/22/2006,362.26,83.96,13.17,97.13,265.13,S/L,27.5,120,Equipment,7.36,20.14,0.00,N,0.00
96,30 electric range                            ,8/28/2006,322.40,322.40,0.00,322.40,0.00,200DB,5.0,120,Equipment,7.35,-2.35,0.00,N,0.00
97,dishwasher                                   ,9/14/2006,263.90,263.90,0.00,263.90,0.00,200DB,5.0,120,Equipment,7.30,-2.30,0.00,N,0.00
98,1.5 ton seer unit                            ,9/18/2006,578.98,132.44,21.05,153.49,425.49,S/L,27.5,120,Equipment,7.29,20.21,0.00,N,0.00
99,1.5 ton seer unit                            ,7/25/2006,577.97,135.75,21.02,156.77,421.20,S/L,27.5,120,Equipment,7.44,20.06,0.00,N,0.00
100,dishwasher                                   ,7/26/2006,263.90,263.90,0.00,263.90,0.00,200DB,5.0,120,Equipment,7.44,-2.44,0.00,N,0.00
101,washer                                       ,7/27/2006,331.25,331.25,0.00,331.25,0.00,200DB,5.0,120,Equipment,7.44,-2.44,0.00,N,0.00
102,1.5 ton seer unit                            ,7/31/2006,616.44,144.79,22.42,167.21,449.23,S/L,27.5,120,Equipment,7.42,20.08,0.00,N,0.00
103,2 ton seer unit                              ,8/4/2006,691.00,160.20,25.13,185.33,505.67,S/L,27.5,120,Equipment,7.41,20.09,0.00,N,0.00
104,dishwasher                                   ,8/11/2006,263.90,263.90,0.00,263.90,0.00,200DB,5.0,120,Equipment,7.39,-2.39,0.00,N,0.00
105,1 washer 1 dryer                             ,8/11/2006,594.29,594.29,0.00,594.29,0.00,200DB,5.0,120,Equipment,7.39,-2.39,0.00,N,0.00
106,2 ton fan coil                               ,8/15/2006,409.06,94.80,14.87,109.67,299.39,S/L,27.5,120,Equipment,7.38,20.12,0.00,N,0.00
107,1.5 ton louver unit                          ,6/8/2006,396.24,94.26,14.41,108.67,287.57,S/L,27.5,120,Equipment,7.57,19.93,0.00,N,0.00
108,1.5 ton louver unit                          ,6/12/2006,396.24,94.26,14.41,108.67,287.57,S/L,27.5,120,Equipment,7.56,19.94,0.00,N,0.00
109,1.5 ton louver unit                          ,6/15/2006,396.24,94.26,14.41,108.67,287.57,S/L,27.5,120,Equipment,7.55,19.95,0.00,N,0.00
110,washer                                       ,6/19/2006,345.32,345.32,0.00,345.32,0.00,200DB,5.0,120,Equipment,7.54,-2.54,0.00,N,0.00
111,dishwasher                                   ,6/20/2006,263.90,263.90,0.00,263.90,0.00,200DB,5.0,120,Equipment,7.54,-2.54,0.00,N,0.00
112,Whirlpool icemaker                           ,6/22/2006,52.00,52.00,0.00,52.00,0.00,200DB,5.0,120,Equipment,7.53,-2.53,0.00,N,0.00
113,refrigerator                                 ,6/22/2006,450.32,450.32,0.00,450.32,0.00,200DB,5.0,120,Equipment,7.53,-2.53,0.00,N,0.00
114,1.5 ton louver unit                          ,6/29/2006,396.24,94.26,14.41,108.67,287.57,S/L,27.5,120,Equipment,7.51,19.99,0.00,N,0.00
115,dishwasher                                   ,6/30/2006,263.90,263.90,0.00,263.90,0.00,200DB,5.0,120,Equipment,7.51,-2.51,0.00,N,0.00
116,washer                                       ,7/10/2006,345.32,345.32,0.00,345.32,0.00,200DB,5.0,120,Equipment,7.48,-2.48,0.00,N,0.00
117,1.5 ton louver unit                          ,7/17/2006,1313.52,308.45,47.76,356.21,957.31,S/L,27.5,120,Equipment,7.46,20.04,0.00,N,0.00
118,2.5 ton seer unit                            ,7/17/2006,431.92,101.46,15.71,117.17,314.75,S/L,27.5,120,Equipment,7.46,20.04,0.00,N,0.00
119,Blinds                                       ,5/12/2006,1057.95,1057.95,0.00,1057.95,0.00,200DB,5.0,120,Furniture & Fixtures,7.64,-2.64,0.00,N,0.00
120,1.5 ton seer unit                            ,5/19/2006,435.42,104.88,15.83,120.71,314.71,S/L,27.5,120,Equipment,7.62,19.88,0.00,N,0.00
121,1.5 ton louver unit                          ,5/25/2006,396.25,95.47,14.41,109.88,286.37,S/L,27.5,120,Equipment,7.61,19.89,0.00,N,0.00
122,dishwasher                                   ,5/26/2006,263.90,263.90,0.00,263.90,0.00,200DB,5.0,120,Equipment,7.61,-2.61,0.00,N,0.00
123,30 electric range                            ,5/26/2006,312.84,312.84,0.00,312.84,0.00,200DB,5.0,120,Equipment,7.61,-2.61,0.00,N,0.00
124,dishwasher                                   ,6/1/2006,263.90,263.90,0.00,263.90,0.00,200DB,5.0,120,Equipment,7.59,-2.59,0.00,N,0.00
125,washer                                       ,6/7/2006,345.32,345.32,0.00,345.32,0.00,200DB,5.0,120,Equipment,7.57,-2.57,0.00,N,0.00
126,30 electric range                            ,6/13/2006,347.71,347.71,0.00,347.71,0.00,200DB,5.0,120,Equipment,7.56,-2.56,0.00,N,0.00
127,refrigerator                                 ,6/13/2006,517.46,517.46,0.00,517.46,0.00,200DB,5.0,120,Equipment,7.56,-2.56,0.00,N,0.00
128,2 ton louver unit                            ,6/14/2006,418.62,99.57,15.22,114.79,303.83,S/L,27.5,120,Equipment,7.55,19.95,0.00,N,0.00
129,Computer                                     ,2/24/2006,1257.56,1257.56,0.00,1257.56,0.00,200DB,5.0,120,Furniture & Fixtures,7.85,-2.85,0.00,N,0.00
130,washer & dryer                               ,4/21/2006,636.51,636.51,0.00,636.51,0.00,200DB,5.0,120,Equipment,7.70,-2.70,0.00,N,0.00
131,1.5 ton louver unit                          ,4/21/2006,396.25,96.67,14.41,111.08,285.17,S/L,27.5,120,Equipment,7.70,19.80,0.00,N,0.00
132,washer                                       ,4/26/2006,291.19,291.19,0.00,291.19,0.00,200DB,5.0,120,Equipment,7.69,-2.69,0.00,N,0.00
133,30 electric range                            ,4/27/2006,312.84,312.84,0.00,312.84,0.00,200DB,5.0,120,Equipment,7.68,-2.68,0.00,N,0.00
134,washer                                       ,4/27/2006,345.32,345.32,0.00,345.32,0.00,200DB,5.0,120,Equipment,7.68,-2.68,0.00,N,0.00
135,1.5 ton fan coil unit                        ,5/4/2006,269.37,64.92,9.80,74.72,194.65,S/L,27.5,120,Equipment,7.67,19.83,0.00,N,0.00
136,1.5 ton louver unit                          ,5/5/2006,396.24,95.47,14.41,109.88,286.36,S/L,27.5,120,Equipment,7.66,19.84,0.00,N,0.00
137,dishwasher                                   ,5/10/2006,230.57,230.57,0.00,230.57,0.00,200DB,5.0,120,Equipment,7.65,-2.65,0.00,N,0.00
138,30 ductless range hood                       ,5/12/2006,35.72,35.72,0.00,35.72,0.00,200DB,5.0,120,Equipment,7.64,-2.64,0.00,N,0.00
139,30 electric range                            ,5/12/2006,312.84,312.84,0.00,312.84,0.00,200DB,5.0,120,Furniture & Fixtures,7.64,-2.64,0.00,N,0.00
140,1.5 ton louver unit                          ,4/19/2006,387.25,94.45,14.08,108.53,278.72,S/L,27.5,120,Equipment,7.71,19.79,0.00,N,0.00
141,dishwasher                                   ,3/22/2006,230.57,230.57,0.00,230.57,0.00,200DB,5.0,120,Equipment,7.78,-2.78,0.00,N,0.00
142,1.5 ton comfort range                        ,3/28/2006,395.82,97.73,14.39,112.12,283.70,S/L,27.5,120,Equipment,7.77,19.73,0.00,N,0.00
143,Vortex recovery unit                         ,4/6/2006,762.14,185.89,26.56,212.45,549.69,S/L,27.5,120,Furniture & Fixtures,7.74,19.76,0.00,N,0.00
144,1.5 ton Bristol Compressor                   ,4/11/2006,216.70,52.86,7.88,60.74,155.96,S/L,27.5,120,Equipment,7.73,19.77,0.00,N,0.00
145,2washers - 1 dryer                           ,4/13/2006,953.68,953.68,0.00,953.68,0.00,200DB,5.0,120,Equipment,7.72,-2.72,0.00,N,0.00
146,refrigerator/icemaker                        ,2/21/2006,493.78,493.78,0.00,493.78,0.00,200DB,5.0,120,Equipment,7.86,-2.86,0.00,N,0.00
147,irrigation repairs                           ,3/1/2006,365.99,190.40,21.61,212.01,153.98,150DB,15.0,120,Capital Improvements,7.84,7.16,0.00,N,0.00
148,dishwashers                                  ,3/6/2006,230.57,230.57,0.00,230.57,0.00,200DB,5.0,120,Equipment,7.83,-2.83,0.00,N,0.00
149,refrigerator /icemaker                       ,3/14/2006,410.26,410.26,0.00,410.26,0.00,200DB,5.0,120,Equipment,7.81,-2.81,0.00,N,0.00
150,electric range/icemaker                      ,1/12/2006,296.49,296.49,0.00,296.49,0.00,200DB,5.0,120,Equipment,7.97,-2.97,0.00,N,0.00
151,refrigerator                                 ,1/12/2006,493.78,493.78,0.00,493.78,0.00,200DB,5.0,120,Equipment,7.97,-2.97,0.00,N,0.00
152,washer/dryer                                 ,1/18/2006,344.24,344.24,0.00,344.24,0.00,200DB,5.0,120,Equipment,7.96,-2.96,0.00,N,0.00
153,dishwasher                                   ,1/18/2006,230.57,230.57,0.00,230.57,0.00,200DB,5.0,120,Equipment,7.96,-2.96,0.00,N,0.00
154,Dishwashers                                  ,1/1/2006,230.57,230.57,0.00,230.57,0.00,200DB,5.0,120,Equipment,8.00,-3.00,0.00,N,0.00
155,icemaker                                     ,1/1/2006,65.11,65.11,0.00,65.11,0.00,200DB,5.0,120,Equipment,8.00,-3.00,0.00,N,0.00
156,Dishwashers                                  ,1/5/2006,230.57,230.57,0.00,230.57,0.00,200DB,5.0,120,Equipment,7.99,-2.99,0.00,N,0.00
157,microwave                                    ,1/5/2006,64.94,64.94,0.00,64.94,0.00,200DB,5.0,120,Equipment,7.99,-2.99,0.00,N,0.00
158,Refrigerator/Icemaker                        ,6/30/2006,65.11,65.11,0.00,65.11,0.00,200DB,5.0,120,Equipment,7.51,-2.51,0.00,N,0.00
159,Dishwasher                                   ,6/30/2006,461.14,461.14,0.00,461.14,0.00,200DB,5.0,120,Equipment,7.51,-2.51,0.00,N,0.00
160,Microwave                                    ,6/30/2006,64.94,64.94,0.00,64.94,0.00,200DB,5.0,120,Equipment,7.51,-2.51,0.00,N,0.00
161,Dishwasher                                   ,12/1/2006,263.90,263.90,0.00,263.90,0.00,200DB,5.0,120,Equipment,7.09,-2.09,0.00,N,0.00
162,Vent Hood                                    ,12/1/2006,35.71,35.71,0.00,35.71,0.00,200DB,5.0,120,Equipment,7.09,-2.09,0.00,N,0.00
163,Washer                                       ,12/18/2006,345.32,345.32,0.00,345.32,0.00,200DB,5.0,120,Equipment,7.04,-2.04,0.00,N,0.00
164,Disposal                                     ,12/1/2006,59.72,59.72,0.00,59.72,0.00,200DB,5.0,120,Equipment,7.09,-2.09,0.00,N,0.00
165,Street Curb/Sidewalk                         ,11/20/2006,20111.00,9571.64,1187.53,10759.17,9351.83,150DB,15.0,120,Capital Improvements,7.12,7.88,0.00,N,0.00
166,Repair Sidewalk                              ,11/22/2006,2200.00,1047.08,129.91,1176.99,1023.01,150DB,15.0,120,Capital Improvements,7.11,7.89,0.00,N,0.00
167,Build Dumpster Surround                      ,11/1/2006,1725.00,820.99,101.86,922.85,802.15,150DB,15.0,120,Capital Improvements,7.17,7.83,0.00,N,0.00
168,New Color Beds & Pedestals                   ,12/10/2006,19547.24,9303.32,1154.24,10457.56,9089.68,150DB,15.0,120,Capital Improvements,7.06,7.94,0.00,N,0.00
169,Locking Hardware                             ,12/1/2006,82.11,82.11,0.00,82.11,0.00,200DB,5.0,120,Capital Improvements,7.09,-2.09,0.00,N,0.00
170,New Fitness Flooring                         ,10/3/2006,2590.94,584.95,94.22,679.17,1911.77,S/L,27.5,120,Capital Improvements,7.25,20.25,0.00,N,0.00
171,New Fitness Equipment                        ,11/20/2006,11998.73,11998.73,0.00,11998.73,0.00,200DB,5.0,120,Capital Improvements,7.12,-2.12,0.00,N,0.00
172,Lighting/Gate for Shop                       ,12/19/2006,1010.00,221.91,36.73,258.64,751.36,S/L,27.5,120,Capital Improvements,7.04,20.46,0.00,N,0.00
173,Cap Renov MF -Supervision                    ,12/31/2006,4148.55,911.45,150.86,1062.31,3086.24,S/L,27.5,120,Capital Improvements,7.01,20.49,0.00,Y,3086.24
174,Loan Cost                                    ,6/19/2006,102763.85,67652.90,10276.39,77929.29,24834.56,Amort,10.0,120,Loan Cost,7.54,2.46,0.00,N,0.00
175,120    C_Brick & Foundation Repairs          ,8/15/2006,17848.00,4137.50,649.02,4786.52,13061.48,S/L,27.5,120,Capital Improvements,7.38,20.12,0.00,N,0.00
176,120    C_Doors                               ,11/15/2006,650.00,144.79,23.64,168.43,481.57,S/L,27.5,120,Capital Improvements,7.13,20.37,0.00,N,0.00
177,120    C_Electrical                          ,8/15/2006,31.00,7.20,1.13,8.33,22.67,S/L,27.5,120,Capital Improvements,7.38,20.12,22.67,N,0.00
178,120    C_Exterior Siding                     ,5/15/2006,36000.00,8672.72,1309.09,9981.81,26018.19,S/L,27.5,120,Capital Improvements,7.64,19.86,0.00,N,0.00
179,120    C_Fire Protections Spec               ,11/15/2006,122.14,27.20,4.44,31.64,90.50,S/L,27.5,120,Capital Improvements,7.13,20.37,90.50,N,0.00
180,120    C_Lum Sum Office Improvements         ,2/15/2006,6570.75,1642.71,238.94,1881.65,4689.10,S/L,27.5,120,Capital Improvements,7.88,19.62,0.00,N,0.00
181,120    C_Metal Fabrications                  ,8/15/2006,25289.40,5862.52,919.61,6782.13,18507.27,S/L,27.5,120,Capital Improvements,7.38,20.12,0.00,N,0.00
182,120    C_Metal Windows                       ,2/15/2006,7695.00,1923.76,279.82,2203.58,5491.42,S/L,27.5,120,Capital Improvements,7.88,19.62,0.00,N,0.00
183,120    C_Molding & Trims                     ,11/15/2006,336.52,74.97,12.24,87.21,249.31,S/L,27.5,120,Capital Improvements,7.13,20.37,0.00,N,0.00
184,120    C_Plumbing                            ,8/15/2006,465.43,107.87,16.92,124.79,340.64,S/L,27.5,120,Capital Improvements,7.38,20.12,0.00,N,0.00
185,120    C_Plumbing                            ,11/15/2006,535.84,119.38,19.49,138.87,396.97,S/L,27.5,120,Capital Improvements,7.13,20.37,0.00,N,0.00
186,120    C_Supervision                         ,2/15/2006,319.72,79.95,11.63,91.58,228.14,S/L,27.5,120,Capital Improvements,7.88,19.62,0.00,Y,228.14
187,120    C_Supervision                         ,5/15/2006,3103.10,747.56,112.84,860.40,2242.70,S/L,27.5,120,Capital Improvements,7.64,19.86,0.00,Y,2242.70
188,120    C_Supervision                         ,8/15/2006,3295.59,763.98,119.84,883.82,2411.77,S/L,27.5,120,Capital Improvements,7.38,20.12,0.00,Y,2411.77
189,120    C_Timber Retaining Walls              ,2/15/2006,26683.63,13881.54,1575.64,15457.18,11226.45,150DB,15.0,120,Capital Improvements,7.88,7.12,0.00,N,0.00
190,120    E_Communications Alarms               ,11/15/2006,4338.56,4338.56,0.00,4338.56,0.00,200DB,5.0,120,Equipment,7.13,-2.13,0.00,N,0.00
191,120    E_HVAC                                ,8/15/2006,3255.37,754.67,118.38,873.05,2382.32,S/L,27.5,120,Equipment,7.38,20.12,0.00,N,0.00
192,120    F_Lighting & Fixtures                 ,5/15/2006,67.27,16.23,2.34,18.57,48.70,S/L,27.5,120,Furniture & Fixtures,7.64,19.86,48.70,N,0.00
193,120    F_Lighting & Fixtures                 ,8/15/2006,190.63,44.18,6.64,50.82,139.81,S/L,27.5,120,Furniture & Fixtures,7.38,20.12,139.81,N,0.00
194,120    F_Outdoor Furniture                   ,5/15/2006,8262.72,8262.72,0.00,8262.72,0.00,200DB,5.0,120,Furniture & Fixtures,7.64,-2.64,0.00,N,0.00
195,120    F_Window Treatment                    ,11/15/2006,784.35,784.35,0.00,784.35,0.00,200DB,5.0,120,Furniture & Fixtures,7.13,-2.13,0.00,N,0.00
196,120_C_Interior Painting                      ,1/15/2007,3000.00,650.00,109.09,759.09,2240.91,S/L,27.5,120,Capital Improvements,6.96,20.54,0.00,N,0.00
197,120_C_Supervision                            ,1/15/2007,1438.50,311.68,52.31,363.99,1074.51,S/L,27.5,120,Capital Improvements,6.96,20.54,0.00,Y,1074.51
198,120_C_Supervision                            ,2/15/2007,55.93,11.93,2.03,13.96,41.97,S/L,27.5,120,Capital Improvements,6.88,20.62,41.97,Y,41.97
199,120_C_Supervision                            ,3/15/2007,378.32,79.69,13.76,93.45,284.87,S/L,27.5,120,Capital Improvements,6.80,20.70,0.00,Y,284.87
200,120_C_Paving & Marking                       ,5/15/2007,3417.00,1500.18,201.77,1701.95,1715.05,150DB,15.0,120,Capital Improvements,6.64,8.36,0.00,N,0.00
201,120_C_Supervision                            ,5/15/2007,492.14,100.68,17.90,118.58,373.56,S/L,27.5,120,Capital Improvements,6.64,20.86,0.00,Y,373.56
202,120_Gate motor                               ,11/30/2007,840.02,368.80,49.60,418.40,421.62,150DB,15.0,120,Capital Improvements,6.09,8.91,0.00,N,0.00
203,120_Supervision                              ,12/31/2007,16.28,2.97,0.59,3.56,12.72,S/L,27.5,120,Capital Improvements,6.01,21.49,12.72,Y,12.72
204,120 _camera inspection & auger               ,12/11/2007,232.50,42.60,8.45,51.05,181.45,S/L,27.5,120,Capital Improvements,6.06,21.44,0.00,N,0.00
205,120_C_Cab & Vanities & Tops                  ,1/15/2007,4000.00,866.64,145.45,1012.09,2987.91,S/L,27.5,120,Capital Improvements,6.96,20.54,0.00,N,0.00
206,120_C_Ceramic Tiles                          ,1/15/2007,3500.00,758.32,127.27,885.59,2614.41,S/L,27.5,120,Capital Improvements,6.96,20.54,0.00,N,0.00
207,120_C_Electrical                             ,1/15/2007,2500.00,541.67,90.91,632.58,1867.42,S/L,27.5,120,Capital Improvements,6.96,20.54,0.00,N,0.00
208,120_C_Gypsum Board                           ,1/15/2007,4000.00,866.64,145.45,1012.09,2987.91,S/L,27.5,120,Capital Improvements,6.96,20.54,0.00,N,0.00
209,120_C_Lighting & Fixtures                    ,1/15/2007,550.00,119.17,20.00,139.17,410.83,S/L,27.5,120,Capital Improvements,6.96,20.54,0.00,N,0.00
210,120_C_Molding & Trims                        ,1/15/2007,3000.00,650.00,109.09,759.09,2240.91,S/L,27.5,120,Capital Improvements,6.96,20.54,0.00,N,0.00
211,120_C_Plumbing                               ,2/15/2007,799.06,170.72,29.06,199.78,599.28,S/L,27.5,120,Capital Improvements,6.88,20.62,0.00,N,0.00
212,120_C_Plumbing                               ,3/15/2007,350.00,73.73,12.73,86.46,263.54,S/L,27.5,120,Capital Improvements,6.80,20.70,0.00,N,0.00
213,120_C_Balconies                              ,5/15/2007,2925.00,598.28,106.36,704.64,2220.36,S/L,27.5,120,Capital Improvements,6.64,20.86,0.00,N,0.00
214,120_C_Special Doors                          ,5/15/2007,688.50,140.85,25.04,165.89,522.61,S/L,27.5,120,Capital Improvements,6.64,20.86,0.00,N,0.00
215,120_E_Air Conditioning & Heat                ,3/15/2007,1182.60,249.04,43.00,292.04,890.56,S/L,27.5,120,Equipment,6.80,20.70,0.00,N,0.00
216,120_E_Miscellaneous Asset Replacements       ,1/15/2007,494.66,494.66,0.00,494.66,0.00,200DB,5.0,120,Equipment,6.96,-1.96,0.00,N,0.00
217,120_E_Miscellaneous Asset Replacements       ,2/15/2007,538.43,538.43,0.00,538.43,0.00,200DB,5.0,120,Equipment,6.88,-1.88,0.00,N,0.00
218,120_E_Air Conditioning & Heat                ,4/15/2007,591.30,122.73,21.50,144.23,447.07,S/L,27.5,120,Equipment,6.72,20.78,0.00,N,0.00
219,120_E_Air Conditioning & Heat                ,5/15/2007,591.30,120.94,21.50,142.44,448.86,S/L,27.5,120,Equipment,6.64,20.86,0.00,N,0.00
220,120_E_Miscellaneous Asset Replacements       ,5/15/2007,363.72,363.72,0.00,363.72,0.00,200DB,5.0,120,Equipment,6.64,-1.64,0.00,N,0.00
221,120_A/C Unit                                 ,6/12/2007,605.12,121.92,22.00,143.92,461.20,S/L,27.5,120,Equipment,6.56,20.94,0.00,N,0.00
222,120_2 A/C Units                              ,6/15/2007,1150.70,231.87,41.84,273.71,876.99,S/L,27.5,120,Equipment,6.55,20.95,0.00,N,0.00
223,120_A/C & Heat                               ,6/11/2007,465.56,93.82,16.93,110.75,354.81,S/L,27.5,120,Equipment,6.56,20.94,0.00,N,0.00
224,120_2-1.5 A/C units                          ,7/9/2007,1091.16,216.59,39.68,256.27,834.89,S/L,27.5,120,Equipment,6.48,21.02,0.00,N,0.00
225,120_2-1.5 A/C units                          ,7/16/2007,1091.16,216.59,39.68,256.27,834.89,S/L,27.5,120,Equipment,6.47,21.03,0.00,N,0.00
226,120_Purchas 1.5 ton seer condenser           ,8/27/2007,545.58,106.64,19.84,126.48,419.10,S/L,27.5,120,Equipment,6.35,21.15,0.00,N,0.00
227,120_1.5 Ton Condensor                        ,9/13/2007,545.58,104.99,19.84,124.83,420.75,S/L,27.5,120,Equipment,6.30,21.20,0.00,N,0.00
228,120_1 dryer 2 washers                        ,9/2/2008,1074.60,1043.65,30.95,1074.60,0.00,200DB,5.0,120,Equipment,5.33,-0.33,0.00,N,0.00
229,120_1.5 ton a/c uni                          ,9/11/2008,583.47,91.07,21.22,112.29,471.18,S/L,27.5,120,Capital Improvements,5.31,22.19,0.00,N,0.00
230,120_1.5 ton A/C unit                         ,6/16/2008,540.17,89.20,19.64,108.84,431.33,S/L,27.5,120,Capital Improvements,5.55,21.95,0.00,N,0.00
231,120_2 dishwashers                            ,2/7/2008,515.44,500.59,14.85,515.44,0.00,200DB,5.0,120,Equipment,5.90,-0.90,0.00,N,0.00
232,120_2 Dryers                                 ,1/1/2008,582.38,565.61,16.77,582.38,0.00,200DB,5.0,120,Equipment,6.00,-1.00,0.00,N,0.00
